[2025-11-05 15:27:40,137] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-05 15:28:31,810] INFO django.utils.autoreload C:\dev\ticketsystem\tickets\views.py changed, reloading.
[2025-11-05 15:28:32,209] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-05 15:30:20,361] INFO django.utils.autoreload C:\dev\ticketsystem\tickets\views.py changed, reloading.
[2025-11-05 15:30:20,765] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-05 15:30:48,275] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-05 15:31:34,660] INFO tickets.views Ticket #7 erstellt von 23423r a <a.demirtas@fuchs-kunststoff.de> | Titel: werasf
[2025-11-05 16:06:59,428] INFO django.utils.autoreload C:\dev\ticketsystem\helpdesk\settings.py changed, reloading.
[2025-11-05 16:07:00,028] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-10 08:33:41,470] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-10 08:33:51,541] WARNING django.request Not Found: /favicon.ico
[2025-11-10 08:38:36,862] WARNING django.request Not Found: /admin+
[2025-11-10 14:58:58,086] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-10 15:14:00,356] INFO django.utils.autoreload C:\dev\ticketsystem\helpdesk\settings.py changed, reloading.
[2025-11-10 15:14:00,994] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-10 15:15:07,932] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-10 15:15:31,917] WARNING django.request Not Found: /favicon.ico
[2025-11-11 10:50:47,528] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-11 10:56:03,212] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-11 10:56:10,078] WARNING django.request Not Found: /favicon.ico
[2025-11-11 13:07:36,520] INFO django.utils.autoreload Watching for file changes with StatReloader
[2025-11-11 13:08:01,328] WARNING django.request Not Found: /static/admin/css/dark_mode.css
[2025-11-11 13:08:01,328] WARNING django.request Not Found: /static/admin/css/base.css
[2025-11-11 13:08:01,329] WARNING django.request Not Found: /static/admin/css/nav_sidebar.css
[2025-11-11 13:08:01,329] WARNING django.request Not Found: /static/admin/css/dashboard.css
[2025-11-11 13:08:01,329] WARNING django.request Not Found: /static/admin/js/theme.js
[2025-11-11 13:08:01,329] WARNING django.request Not Found: /static/admin/css/responsive.css
[2025-11-11 13:08:01,336] WARNING django.request Not Found: /static/admin/css/nav_sidebar.css
[2025-11-11 13:08:01,337] WARNING django.request Not Found: /static/admin/js/nav_sidebar.js
